Domain,SDOH_Topic,Variable_Name,Year
4. Physical infrastructure,Transportation,ACS_PCT_PUB_COMMT_29MIN,2018
4. Physical infrastructure,Transportation,ACS_PCT_PUB_COMMT_59MIN,2018
4. Physical infrastructure,Transportation,ACS_PCT_PUB_COMMT_60MINUP,2018
4. Physical infrastructure,Transportation,ACS_PCT_PUBL_TRANSIT,2018
4. Physical infrastructure,Transportation,ACS_PCT_TAXICAB_2WORK,2018
4. Physical infrastructure,Transportation,ACS_PCT_WALK_2WORK,2018
4. Physical infrastructure,Transportation,ACS_PCT_WORK_NO_CAR,2018
5. Healthcare context,Health insurance status,ACS_PCT_MEDICAID_ANY,2018
5. Healthcare context,Health insurance status,ACS_PCT_MEDICAID_ANY_BELOW64,2018
5. Healthcare context,Health insurance status,ACS_PCT_MEDICARE_ONLY,2018
5. Healthcare context,Health insurance status,ACS_PCT_OTHER_INS,2018
5. Healthcare context,Health insurance status,ACS_PCT_PVT_EMPL_DRCT,2018
5. Healthcare context,Health insurance status,ACS_PCT_PVT_EMPL_DRCT_BELOW64,2018
5. Healthcare context,Health insurance status,ACS_PCT_PRIVATE_ANY,2018
5. Healthcare context,Health insurance status,ACS_PCT_PRIVATE_ANY_BELOW64,2018
5. Healthcare context,Health insurance status,ACS_PCT_PRIVATE_EMPL,2018
5. Healthcare context,Health insurance status,ACS_PCT_PRIVATE_EMPL_BELOW64,2018
5. Healthcare context,Health insurance status,ACS_PCT_PRIVATE_MDCR,2018
5. Healthcare context,Health insurance status,ACS_PCT_PRIVATE_MDCR_35_64,2018
5. Healthcare context,Health insurance status,ACS_PCT_PRIVATE_OTHER,2018
5. Healthcare context,Health insurance status,ACS_PCT_PRIVATE_OTHER_BELOW64,2018
5. Healthcare context,Health insurance status,ACS_PCT_PRIVATE_SELF,2018
5. Healthcare context,Health insurance status,ACS_PCT_PRIVATE_SELF_BELOW64,2018
5. Healthcare context,Health insurance status,ACS_PCT_PUBLIC_ONLY,2018
5. Healthcare context,Health insurance status,ACS_PCT_PUBLIC_OTHER,2018
5. Healthcare context,Health insurance status,ACS_PCT_PUBLIC_OTHER_BELOW64,2018
5. Healthcare context,Health insurance status,ACS_PCT_SELF_MDCR_ABOVE35,2018
5. Healthcare context,Health insurance status,ACS_PCT_TRICARE_VA,2018
5. Healthcare context,Health insurance status,ACS_PCT_TRICARE_VA_BELOW64,2018
5. Healthcare context,Health insurance status,ACS_PCT_UNINSURED,2018
5. Healthcare context,Health insurance status,ACS_PCT_UNINSURED_BELOW64,2018
1. Social context,Socioeconomic Disadvantage Indices,CDCSVI_RPL_THEME1_SOCIECO,2018
1. Social context,Socioeconomic Disadvantage Indices,CDCSVI_RPL_THEME2_HH_COMP,2018
1. Social context,Socioeconomic Disadvantage Indices,CDCSVI_RPL_THEME3_MINO,2018
1. Social context,Socioeconomic Disadvantage Indices,CDCSVI_RPL_THEMES_ALL,2018
1. Social context,Socioeconomic Disadvantage Indices,CDCSVI_RPL_THEME4_HH_TRANS,2018
6. Geography,Geography,CEN_AREALAND_SQM_TRACT,2018
6. Geography,Geography,CEN_POPDENSITY_TRACT,2018
6. Geography,Urban/rural codes,ERS_RUCA1_2010,2018
6. Geography,Urban/rural codes,ERS_RUCA2_2010,2018
5. Healthcare context,Health Behaviors,CDCP_CERVCAN_SCR_F21_65_C,2018
5. Healthcare context,Health Behaviors,CDCP_FOBT_SIG_COL_50_75_C,2018
5. Healthcare context,Health Behaviors,CDCP_MAMMO_SCR_F50_74_C,2018
5. Healthcare context,Health Behaviors,CDCP_NO_PHY_ACTV_ADULT_C,2018
5. Healthcare context,Health Behaviors,CDCP_DENTIST_VISIT_ADULT_C,2018
5. Healthcare context,Health Behaviors,CDCP_DOCTOR_VISIT_ADULT_C,2018
5. Healthcare context,Health Behaviors,CDCP_PREV_SERV_M65_ABOVE_C,2018
5. Healthcare context,Health Behaviors,CDCP_PREV_SERV_F65_ABOVE_C,2018
5. Healthcare context,Health Behaviors,CDCP_SLEEP_LESS7HR_ADULT_C,2018
5. Healthcare context,Health Outcomes,CDCP_ARTHRITIS_ADULT_C,2018
5. Healthcare context,Health Outcomes,CDCP_ASTHMA_ADULT_C,2018
5. Healthcare context,Health Outcomes,CDCP_KIDNEY_DISEASE_ADULT_C,2018
5. Healthcare context,Health Outcomes,CDCP_NO_TEETH_65_ABOVE_C,2018
5. Healthcare context,Health Outcomes,CDCP_PULMONARY_ADULT_C,2018
4. Physical infrastructure,Environment,WUSTL_AVG_PM25,2018
5. Healthcare context,Characteristics of health care facilities,HRSA_MUA_CENSUS_TRACT,2018
5. Healthcare context,Characteristics of health care facilities,POS_DIST_ED_TRACT,2018
5. Healthcare context,Characteristics of health care facilities,POS_DIST_MEDSURG_ICU_TRACT,2018
5. Healthcare context,Characteristics of health care facilities,POS_DIST_TRAUMA_TRACT,2018
5. Healthcare context,Characteristics of health care facilities,POS_DIST_PED_ICU_TRACT,2018
5. Healthcare context,Characteristics of health care facilities,POS_DIST_OBSTETRICS_TRACT,2018
5. Healthcare context,Characteristics of health care facilities,POS_DIST_CLINIC_TRACT,2018
5. Healthcare context,Characteristics of health care facilities,POS_DIST_ALC_TRACT,2018
6. Geography,Geography,CEN_AIAN_NH_IND,2018
Identifier,,YEAR,2019
6. Geography,,TRACTFIPS,2019
6. Geography,,COUNTYFIPS,2019
6. Geography,,STATEFIPS,2019
6. Geography,,STATE,2019
6. Geography,,COUNTY,2019
6. Geography,,REGION,2019
6. Geography,,TERRITORY,2019
1. Social context,Demographics,ACS_TOT_POP_WT,2019
1. Social context,Demographics,ACS_TOT_POP_US_ABOVE1,2019
1. Social context,Demographics,ACS_TOT_POP_ABOVE5,2019
1. Social context,Demographics,ACS_TOT_POP_ABOVE15,2019
1. Social context,Demographics,ACS_TOT_POP_ABOVE16,2019
1. Social context,Demographics,ACS_TOT_POP_16_19,2019
1. Social context,Demographics,ACS_TOT_POP_ABOVE25,2019
1. Social context,Demographics,ACS_TOT_CIVIL_POP_ABOVE18,2019
1. Social context,Demographics,ACS_TOT_CIVIL_VET_POP_ABOVE25,2019
1. Social context,Demographics,ACS_TOT_OWN_CHILD_BELOW17,2019
2. Economic context,Employment,ACS_TOT_CIVILIAN_LABOR,2019
2. Economic context,Employment,ACS_TOT_CIVIL_EMPLOY_POP,2019
2. Economic context,Employment,ACS_TOT_WORKER_HH,2019
2. Economic context,Employment,ACS_TOT_WORKER_NWFH,2019
2. Economic context,Poverty,ACS_TOT_CIVIL_NONINST_POP_POV,2019
2. Economic context,Poverty,ACS_TOT_CIVIL_POP_POV,2019
2. Economic context,Poverty,ACS_TOT_POP_POV,2019
1. Social context,Living conditions,ACS_TOT_GRANDCHILDREN_GP,2019
4. Physical infrastructure,Housing,ACS_TOT_HU,2019
1. Social context,Demographics,ACS_TOT_HH,2019
1. Social context,Demographics,ACS_AVG_HH_SIZE,2019
1. Social context,Demographics,ACS_TOT_CIVIL_NONINST_POP,2019
1. Social context,Demographics,ACS_TOT_CIVIL_VET_POP,2019
1. Social context,Disability,ACS_PCT_CHILD_DISAB,2019
1. Social context,Disability,ACS_PCT_DISABLE,2019
1. Social context,Disability,ACS_PCT_NONVET_DISABLE_18_64,2019
1. Social context,Disability,ACS_PCT_VET_DISABLE_18_64,2019
1. Social context,Demographics,ACS_PCT_FEMALE,2019
1. Social context,Demographics,ACS_PCT_MALE,2019
1. Social context,Immigration,ACS_PCT_CTZ_ABOVE18,2019
1. Social context,Immigration,ACS_PCT_CTZ_NATURALIZED,2019
1. Social context,Immigration,ACS_PCT_CTZ_NONUS_BORN,2019
1. Social context,Immigration,ACS_PCT_CTZ_US_BORN,2019
1. Social context,Immigration,ACS_PCT_FOREIGN_BORN,2019
1. Social context,Immigration,ACS_PCT_NON_CITIZEN,2019
1. Social context,Immigration,ACS_PCT_NONCTN_1990,2019
1. Social context,Immigration,ACS_PCT_NONCTN_1999,2019
1. Social context,Immigration,ACS_PCT_NONCTN_2000,2019
1. Social context,Immigration,ACS_PCT_NONCTN_2010,2019
1. Social context,Demographics,ACS_PCT_API_LANG,2019
1. Social context,Demographics,ACS_PCT_ENGL_NOT_ALL,2019
1. Social context,Demographics,ACS_PCT_ENGL_NOT_WELL,2019
1. Social context,Demographics,ACS_PCT_ENGL_VERY_WELL,2019
1. Social context,Demographics,ACS_PCT_ENGL_WELL,2019
1. Social context,Demographics,ACS_PCT_ENGLISH,2019
1. Social context,Demographics,ACS_PCT_HH_LIMIT_ENGLISH,2019
1. Social context,Demographics,ACS_PCT_OTH_EURP,2019
1. Social context,Demographics,ACS_PCT_OTH_LANG,2019
1. Social context,Demographics,ACS_PCT_SPANISH,2019
1. Social context,Demographics,ACS_PCT_GULFWAR_1990_2001,2019
1. Social context,Demographics,ACS_PCT_GULFWAR_2001,2019
1. Social context,Demographics,ACS_PCT_GULFWAR_VIETNAM,2019
1. Social context,Demographics,ACS_PCT_VET,2019
1. Social context,Demographics,ACS_PCT_VIETNAM,2019
1. Social context,Demographics,ACS_MEDIAN_AGE,2019
1. Social context,Demographics,ACS_MEDIAN_AGE_FEMALE,2019
1. Social context,Demographics,ACS_MEDIAN_AGE_MALE,2019
1. Social context,Demographics,ACS_PCT_AGE_0_4,2019
1. Social context,Demographics,ACS_PCT_AGE_5_9,2019
1. Social context,Demographics,ACS_PCT_AGE_10_14,2019
1. Social context,Demographics,ACS_PCT_AGE_15_17,2019
1. Social context,Demographics,ACS_PCT_AGE_0_17,2019
1. Social context,Demographics,ACS_PCT_AGE_18_29,2019
1. Social context,Demographics,ACS_PCT_AGE_18_44,2019
1. Social context,Demographics,ACS_PCT_AGE_30_44,2019
1. Social context,Demographics,ACS_PCT_AGE_45_64,2019
1. Social context,Demographics,ACS_PCT_AGE_50_64,2019
1. Social context,Demographics,ACS_PCT_AGE_ABOVE65,2019
1. Social context,Demographics,ACS_PCT_AGE_ABOVE80,2019
1. Social context,Demographics,ACS_PCT_AIAN,2019
1. Social context,Demographics,ACS_PCT_AIAN_FEMALE,2019
1. Social context,Demographics,ACS_PCT_AIAN_MALE,2019
1. Social context,Demographics,ACS_PCT_AIAN_NONHISP,2019
1. Social context,Demographics,ACS_PCT_ASIAN,2019
1. Social context,Demographics,ACS_PCT_ASIAN_FEMALE,2019
1. Social context,Demographics,ACS_PCT_ASIAN_MALE,2019
1. Social context,Demographics,ACS_PCT_ASIAN_NONHISP,2019
1. Social context,Demographics,ACS_PCT_BLACK,2019
1. Social context,Demographics,ACS_PCT_BLACK_FEMALE,2019
1. Social context,Demographics,ACS_PCT_BLACK_MALE,2019
1. Social context,Demographics,ACS_PCT_BLACK_NONHISP,2019
1. Social context,Demographics,ACS_PCT_HISP_FEMALE,2019
1. Social context,Demographics,ACS_PCT_HISP_MALE,2019
1. Social context,Demographics,ACS_PCT_HISPANIC,2019
1. Social context,Demographics,ACS_PCT_MULT_RACE,2019
1. Social context,Demographics,ACS_PCT_MULT_RACE_FEMALE,2019
1. Social context,Demographics,ACS_PCT_MULT_RACE_MALE,2019
1. Social context,Demographics,ACS_PCT_MULT_RACE_NONHISP,2019
1. Social context,Demographics,ACS_PCT_NHPI,2019
1. Social context,Demographics,ACS_PCT_NHPI_FEMALE,2019
1. Social context,Demographics,ACS_PCT_NHPI_MALE,2019
1. Social context,Demographics,ACS_PCT_NHPI_NONHISP,2019
1. Social context,Demographics,ACS_PCT_OTHER_FEMALE,2019
1. Social context,Demographics,ACS_PCT_OTHER_MALE,2019
1. Social context,Demographics,ACS_PCT_OTHER_NONHISP,2019
1. Social context,Demographics,ACS_PCT_OTHER_RACE,2019
1. Social context,Demographics,ACS_PCT_WHITE,2019
1. Social context,Demographics,ACS_PCT_WHITE_FEMALE,2019
1. Social context,Demographics,ACS_PCT_WHITE_MALE,2019
1. Social context,Demographics,ACS_PCT_WHITE_NONHISP,2019
1. Social context,Demographics,ACS_PCT_HOUSEHOLDER_WHITE,2019
1. Social context,Demographics,ACS_PCT_HOUSEHOLDER_BLACK,2019
1. Social context,Demographics,ACS_PCT_HOUSEHOLDER_AIAN,2019
1. Social context,Demographics,ACS_PCT_HOUSEHOLDER_ASIAN,2019
1. Social context,Demographics,ACS_PCT_HOUSEHOLDER_NHPI,2019
1. Social context,Demographics,ACS_PCT_HOUSEHOLDER_OTHER,2019
1. Social context,Demographics,ACS_PCT_HOUSEHOLDER_MULT,2019
1. Social context,Demographics,ACS_PCT_AIAN_COMB,2019
1. Social context,Demographics,ACS_PCT_ASIAN_COMB,2019
1. Social context,Demographics,ACS_PCT_BLACK_COMB,2019
1. Social context,Demographics,ACS_PCT_NHPI_COMB,2019
1. Social context,Demographics,ACS_PCT_WHITE_COMB,2019
4. Physical infrastructure,Internet connectivity,ACS_PCT_HH_NO_COMP_DEV,2019
4. Physical infrastructure,Internet connectivity,ACS_PCT_HH_SMARTPHONE,2019
4. Physical infrastructure,Internet connectivity,ACS_PCT_HH_SMARTPHONE_ONLY,2019
4. Physical infrastructure,Internet connectivity,ACS_PCT_HH_TABLET,2019
4. Physical infrastructure,Internet connectivity,ACS_PCT_HH_TABLET_ONLY,2019
4. Physical infrastructure,Internet connectivity,ACS_PCT_HH_PC,2019
4. Physical infrastructure,Internet connectivity,ACS_PCT_HH_PC_ONLY,2019
4. Physical infrastructure,Internet connectivity,ACS_PCT_HH_OTHER_COMP,2019
4. Physical infrastructure,Internet connectivity,ACS_PCT_HH_OTHER_COMP_ONLY,2019
4. Physical infrastructure,Internet connectivity,ACS_PCT_HH_INTERNET,2019
4. Physical infrastructure,Internet connectivity,ACS_PCT_HH_INTERNET_NO_SUBS,2019
4. Physical infrastructure,Internet connectivity,ACS_PCT_HH_BROADBAND,2019
4. Physical infrastructure,Internet connectivity,ACS_PCT_HH_BROADBAND_ONLY,2019
4. Physical infrastructure,Internet connectivity,ACS_PCT_HH_BROADBAND_ANY,2019
4. Physical infrastructure,Internet connectivity,ACS_PCT_HH_CELLULAR,2019
4. Physical infrastructure,Internet connectivity,ACS_PCT_HH_CELLULAR_ONLY,2019
4. Physical infrastructure,Internet connectivity,ACS_PCT_HH_NO_INTERNET,2019
4. Physical infrastructure,Internet connectivity,ACS_PCT_HH_SAT_INTERNET,2019
4. Physical infrastructure,Internet connectivity,ACS_PCT_HH_DIAL_INTERNET_ONLY,2019
1. Social context,Living conditions,ACS_PCT_CHILD_1FAM,2019
1. Social context,Living conditions,ACS_PCT_CHILDREN_GRANDPARENT,2019
1. Social context,Living conditions,ACS_PCT_GRANDP_RESPS_NO_P,2019
1. Social context,Living conditions,ACS_PCT_GRANDP_RESPS_P,2019
1. Social context,Living conditions,ACS_PCT_GRANDP_NO_RESPS,2019
1. Social context,Living conditions,ACS_PCT_HH_KID_1PRNT,2019
1. Social context,Demographics,ACS_PCT_DIVORCED_F,2019
1. Social context,Demographics,ACS_PCT_DIVORCED_M,2019
1. Social context,Demographics,ACS_PCT_MARRIED_SP_AB_F,2019
1. Social context,Demographics,ACS_PCT_MARRIED_SP_AB_M,2019
1. Social context,Demographics,ACS_PCT_MARRIED_SP_PR_F,2019
1. Social context,Demographics,ACS_PCT_MARRIED_SP_PR_M,2019
1. Social context,Demographics,ACS_PCT_NVR_MARRIED_F,2019
1. Social context,Demographics,ACS_PCT_NVR_MARRIED_M,2019
1. Social context,Demographics,ACS_PCT_WIDOWED_F,2019
1. Social context,Demographics,ACS_PCT_WIDOWED_M,2019
1. Social context,Demographics,ACS_PCT_POP_SAME_SEX_UNMRD_P,2019
1. Social context,Demographics,ACS_PCT_POP_SAME_SEX_SPOUSE,2019
2. Economic context,Employment,ACS_PCT_ADMIN,2019
2. Economic context,Employment,ACS_PCT_ARMED_FORCES,2019
2. Economic context,Employment,ACS_PCT_ART,2019
2. Economic context,Employment,ACS_PCT_CONSTRUCT,2019
2. Economic context,Employment,ACS_PCT_EDUC,2019
2. Economic context,Employment,ACS_PCT_EMPLOYED,2019
2. Economic context,Employment,ACS_PCT_FINANCE,2019
2. Economic context,Employment,ACS_PCT_GOVT,2019
2. Economic context,Employment,ACS_PCT_INFORM,2019
2. Economic context,Employment,ACS_PCT_MANUFACT,2019
2. Economic context,Employment,ACS_PCT_NATURE,2019
2. Economic context,Employment,ACS_PCT_NOT_LABOR,2019
2. Economic context,Employment,ACS_PCT_OTHER,2019
2. Economic context,Employment,ACS_PCT_PROFESS,2019
2. Economic context,Employment,ACS_PCT_PVT_NONPROFIT,2019
2. Economic context,Employment,ACS_PCT_PVT_PROFIT,2019
2. Economic context,Employment,ACS_PCT_RETAIL,2019
2. Economic context,Employment,ACS_PCT_TRANSPORT,2019
2. Economic context,Employment,ACS_PCT_UNEMPLOY,2019
2. Economic context,Employment,ACS_PCT_VET_LABOR_FORCE_18_64,2019
2. Economic context,Employment,ACS_PCT_VET_UNEMPL_18_64,2019
2. Economic context,Employment,ACS_PCT_WHOLESALE,2019
2. Economic context,Employment,ACS_PCT_WORK_RES_F,2019
2. Economic context,Employment,ACS_PCT_WORK_RES_M,2019
2. Economic context,Income,ACS_GINI_INDEX,2019
2. Economic context,Income,ACS_MDN_GRNDPRNT_NO_PRNT_INC,2019
2. Economic context,Income,ACS_MDN_GRNDPRNT_INC,2019
2. Economic context,Income,ACS_MEDIAN_HH_INC_AIAN,2019
2. Economic context,Income,ACS_MEDIAN_HH_INC_ASIAN,2019
2. Economic context,Income,ACS_MEDIAN_HH_INC_BLACK,2019
2. Economic context,Income,ACS_MEDIAN_HH_INC_HISP,2019
2. Economic context,Income,ACS_MEDIAN_HH_INC_MULTI,2019
2. Economic context,Income,ACS_MEDIAN_HH_INC_NHPI,2019
2. Economic context,Income,ACS_MEDIAN_HH_INC_OTHER,2019
2. Economic context,Income,ACS_MEDIAN_HH_INC_WHITE,2019
2. Economic context,Income,ACS_MEDIAN_HH_INC,2019
2. Economic context,Income,ACS_MEDIAN_INC_F,2019
2. Economic context,Income,ACS_MEDIAN_INC_M,2019
2. Economic context,Income,ACS_MEDIAN_NONVET_INC,2019
2. Economic context,Income,ACS_MEDIAN_VET_INC,2019
2. Economic context,Poverty,ACS_PCT_INC50_ABOVE65,2019
2. Economic context,Income,ACS_PCT_INC50_BELOW17,2019
2. Economic context,Poverty,ACS_PCT_HEALTH_INC_BELOW137,2019
2. Economic context,Poverty,ACS_PCT_HEALTH_INC_138_199,2019
2. Economic context,Poverty,ACS_PCT_HEALTH_INC_200_399,2019
2. Economic context,Poverty,ACS_PCT_HEALTH_INC_ABOVE400,2019
2. Economic context,Income,ACS_PCT_HH_INC_10000,2019
2. Economic context,Income,ACS_PCT_HH_INC_100000,2019
2. Economic context,Income,ACS_PCT_HH_INC_14999,2019
2. Economic context,Income,ACS_PCT_HH_INC_24999,2019
2. Economic context,Income,ACS_PCT_HH_INC_49999,2019
2. Economic context,Income,ACS_PCT_HH_INC_99999,2019
2. Economic context,Poverty,ACS_PCT_INC50,2019
2. Economic context,Poverty,ACS_PCT_NONVET_POV_18_64,2019
2. Economic context,Poverty,ACS_PCT_VET_POV_18_64,2019
2. Economic context,Poverty,ACS_PCT_PERSON_INC_100_124,2019
2. Economic context,Poverty,ACS_PCT_PERSON_INC_125_199,2019
2. Economic context,Poverty,ACS_PCT_PERSON_INC_ABOVE200,2019
2. Economic context,Poverty,ACS_PCT_PERSON_INC_BELOW99,2019
2. Economic context,Income,ACS_PER_CAPITA_INC,2019
2. Economic context,Poverty,ACS_PCT_POV_AIAN,2019
2. Economic context,Poverty,ACS_PCT_POV_ASIAN,2019
2. Economic context,Poverty,ACS_PCT_POV_BLACK,2019
2. Economic context,Poverty,ACS_PCT_POV_HISPANIC,2019
2. Economic context,Poverty,ACS_PCT_POV_MULTI,2019
2. Economic context,Poverty,ACS_PCT_POV_NHPI,2019
2. Economic context,Poverty,ACS_PCT_POV_OTHER,2019
2. Economic context,Poverty,ACS_PCT_POV_WHITE,2019
2. Economic context,Poverty,ACS_PCT_HH_1FAM_FOOD_STMP,2019
2. Economic context,Poverty,ACS_PCT_HH_FOOD_STMP,2019
2. Economic context,Poverty,ACS_PCT_HH_FOOD_STMP_BLW_POV,2019
2. Economic context,Poverty,ACS_PCT_HH_NO_FD_STMP_BLW_POV,2019
2. Economic context,Poverty,ACS_PCT_HH_PUB_ASSIST,2019
3. Education,Attainment,ACS_PCT_COLLEGE_ASSOCIATE_DGR,2019
3. Education,Attainment,ACS_PCT_BACHELOR_DGR,2019
3. Education,Attainment,ACS_PCT_NO_WORK_NO_SCHL_16_19,2019
3. Education,Attainment,ACS_PCT_GRADUATE_DGR,2019
3. Education,Attainment,ACS_PCT_HS_GRADUATE,2019
3. Education,Attainment,ACS_PCT_LT_HS,2019
3. Education,Attainment,ACS_PCT_POSTHS_ED,2019
3. Education,Attainment,ACS_PCT_VET_BACHELOR,2019
3. Education,Attainment,ACS_PCT_VET_COLLEGE,2019
3. Education,Attainment,ACS_PCT_VET_HS,2019
4. Physical infrastructure,Housing,ACS_MEDIAN_HOME_VALUE,2019
4. Physical infrastructure,Housing,ACS_MEDIAN_RENT,2019
4. Physical infrastructure,Housing,ACS_MDN_OWNER_COST_MORTGAGE,2019
4. Physical infrastructure,Housing,ACS_MDN_OWNER_COST_NO_MORTG,2019
4. Physical infrastructure,Housing,ACS_MEDIAN_YEAR_BUILT,2019
4. Physical infrastructure,Housing,ACS_PCT_10UNITS,2019
4. Physical infrastructure,Housing,ACS_PCT_1UP_OWNER_1ROOM,2019
4. Physical infrastructure,Housing,ACS_PCT_1UP_PERS_1ROOM,2019
4. Physical infrastructure,Housing,ACS_PCT_1UP_RENT_1ROOM,2019
4. Physical infrastructure,Housing,ACS_PCT_HU_BUILT_1979,2019
4. Physical infrastructure,Migration,ACS_PCT_DIF_STATE,2019
4. Physical infrastructure,Housing,ACS_PCT_GRP_QRT,2019
1. Social context,Living conditions,ACS_PCT_HH_1PERS,2019
1. Social context,Living conditions,ACS_PCT_HH_ABOVE65,2019
1. Social context,Living conditions,ACS_PCT_HH_ALONE_ABOVE65,2019
4. Physical infrastructure,Housing,ACS_PCT_HU_NO_FUEL,2019
4. Physical infrastructure,Housing,ACS_PCT_HU_UTILITY_GAS,2019
4. Physical infrastructure,Housing,ACS_PCT_HU_BOT_TANK_LP_GAS,2019
4. Physical infrastructure,Housing,ACS_PCT_HU_OIL,2019
4. Physical infrastructure,Housing,ACS_PCT_HU_WOOD,2019
4. Physical infrastructure,Housing,ACS_PCT_HU_COAL,2019
4. Physical infrastructure,Housing,ACS_PCT_HU_OTHER,2019
4. Physical infrastructure,Housing,ACS_PCT_HU_ELEC,2019
4. Physical infrastructure,Housing,ACS_PCT_HU_SOLAR,2019
4. Physical infrastructure,Migration,ACS_PCT_IN_COUNTY_MOVE,2019
4. Physical infrastructure,Migration,ACS_PCT_IN_STATE_MOVE,2019
4. Physical infrastructure,Housing,ACS_PCT_HU_KITCHEN,2019
4. Physical infrastructure,Housing,ACS_PCT_HU_MOBILE_HOME,2019
4. Physical infrastructure,Housing,ACS_PCT_OWNER_HU,2019
4. Physical infrastructure,Housing,ACS_PCT_OWNER_HU_COST_30PCT,2019
4. Physical infrastructure,Housing,ACS_PCT_OWNER_HU_COST_50PCT,2019
4. Physical infrastructure,Housing,ACS_PCT_OWNER_HU_CHILD,2019
4. Physical infrastructure,Housing,ACS_PCT_HU_PLUMBING,2019
4. Physical infrastructure,Housing,ACS_PCT_RENTER_HU_COST_30PCT,2019
4. Physical infrastructure,Housing,ACS_PCT_RENTER_HU_COST_50PCT,2019
4. Physical infrastructure,Housing,ACS_PCT_RENTER_HU,2019
4. Physical infrastructure,Housing,ACS_PCT_RENTER_HU_ABOVE65,2019
4. Physical infrastructure,Housing,ACS_PCT_RENTER_HU_CHILD,2019
4. Physical infrastructure,Housing,ACS_PCT_VACANT_HU,2019
4. Physical infrastructure,Transportation,ACS_PCT_COMMT_15MIN,2019
4. Physical infrastructure,Transportation,ACS_PCT_COMMT_29MIN,2019
4. Physical infrastructure,Transportation,ACS_PCT_COMMT_59MIN,2019
4. Physical infrastructure,Transportation,ACS_PCT_COMMT_60MINUP,2019
4. Physical infrastructure,Transportation,ACS_PCT_DRIVE_2WORK,2019
4. Physical infrastructure,Transportation,ACS_PCT_HU_NO_VEH,2019
4. Physical infrastructure,Transportation,ACS_PCT_PUB_COMMT_15MIN,2019
4. Physical infrastructure,Transportation,ACS_PCT_PUB_COMMT_29MIN,2019
4. Physical infrastructure,Transportation,ACS_PCT_PUB_COMMT_59MIN,2019
4. Physical infrastructure,Transportation,ACS_PCT_PUB_COMMT_60MINUP,2019
4. Physical infrastructure,Transportation,ACS_PCT_PUBL_TRANSIT,2019
4. Physical infrastructure,Transportation,ACS_PCT_TAXICAB_2WORK,2019
4. Physical infrastructure,Transportation,ACS_PCT_WALK_2WORK,2019
4. Physical infrastructure,Transportation,ACS_PCT_WORK_NO_CAR,2019
5. Healthcare context,Health insurance status,ACS_PCT_MEDICAID_ANY,2019
5. Healthcare context,Health insurance status,ACS_PCT_MEDICAID_ANY_BELOW64,2019
5. Healthcare context,Health insurance status,ACS_PCT_MEDICARE_ONLY,2019
5. Healthcare context,Health insurance status,ACS_PCT_OTHER_INS,2019
5. Healthcare context,Health insurance status,ACS_PCT_PVT_EMPL_DRCT,2019
5. Healthcare context,Health insurance status,ACS_PCT_PVT_EMPL_DRCT_BELOW64,2019
5. Healthcare context,Health insurance status,ACS_PCT_PRIVATE_ANY,2019
5. Healthcare context,Health insurance status,ACS_PCT_PRIVATE_ANY_BELOW64,2019
5. Healthcare context,Health insurance status,ACS_PCT_PRIVATE_EMPL,2019
5. Healthcare context,Health insurance status,ACS_PCT_PRIVATE_EMPL_BELOW64,2019
5. Healthcare context,Health insurance status,ACS_PCT_PRIVATE_MDCR,2019
5. Healthcare context,Health insurance status,ACS_PCT_PRIVATE_MDCR_35_64,2019
5. Healthcare context,Health insurance status,ACS_PCT_PRIVATE_OTHER,2019
5. Healthcare context,Health insurance status,ACS_PCT_PRIVATE_OTHER_BELOW64,2019
5. Healthcare context,Health insurance status,ACS_PCT_PRIVATE_SELF,2019
5. Healthcare context,Health insurance status,ACS_PCT_PRIVATE_SELF_BELOW64,2019
5. Healthcare context,Health insurance status,ACS_PCT_PUBLIC_ONLY,2019
5. Healthcare context,Health insurance status,ACS_PCT_PUBLIC_OTHER,2019
5. Healthcare context,Health insurance status,ACS_PCT_PUBLIC_OTHER_BELOW64,2019
5. Healthcare context,Health insurance status,ACS_PCT_SELF_MDCR_ABOVE35,2019
5. Healthcare context,Health insurance status,ACS_PCT_TRICARE_VA,2019
5. Healthcare context,Health insurance status,ACS_PCT_TRICARE_VA_BELOW64,2019
5. Healthcare context,Health insurance status,ACS_PCT_UNINSURED,2019
5. Healthcare context,Health insurance status,ACS_PCT_UNINSURED_BELOW64,2019
6. Geography,Geography,CEN_AREALAND_SQM_TRACT,2019
6. Geography,Geography,CEN_POPDENSITY_TRACT,2019
6. Geography,Urban/rural codes,ERS_RUCA1_2010,2019
6. Geography,Urban/rural codes,ERS_RUCA2_2010,2019
5. Healthcare context,Health Behaviors,CDCP_CHOLES_SCR_ADULT_C,2019
5. Healthcare context,Health Behaviors,CDCP_BLOOD_MED_ADULT_C,2019
5. Healthcare context,Health Behaviors,CDCP_NO_PHY_ACTV_ADULT_C,2019
5. Healthcare context,Health Behaviors,CDCP_DOCTOR_VISIT_ADULT_C,2019
5. Healthcare context,Health Outcomes,CDCP_ARTHRITIS_ADULT_C,2019
5. Healthcare context,Health Outcomes,CDCP_ASTHMA_ADULT_C,2019
5. Healthcare context,Health Outcomes,CDCP_CHOLES_ADULT_C,2019
5. Healthcare context,Health Outcomes,CDCP_KIDNEY_DISEASE_ADULT_C,2019
5. Healthcare context,Health Outcomes,CDCP_PULMONARY_ADULT_C,2019
